Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	GADM	GADM_0	GADM_1	GADM_2	Species	public_exclusion_reason	median_distance_to_other_samples	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour	fws	can_be_used	belong_to_pair
PJ0286-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C"	86.67	Papua Indonesia	Oceania	14/05/2012	UVC_68	DS_PJ0286-C	OS_1156_UVC_68	SE_1156_UVC_68	IN_1156_UVC_68	86.24	6.78	3.44	0	2.59	2484996679	27493961	26555489	27286000	209.2	73	99	0.009143717	28.5	24013135	23616232	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99778485	TRUE	TRUE
PJ0287-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0070-Cx,PJ0071-C,PJ0287-C"	88.5	Papua Indonesia	Oceania	18/06/2012	UVC_69	DS_PJ0287-C	OS_1156_UVC_69	SE_1156_UVC_69	IN_1156_UVC_69	84.06	5.22	2.42	0	3.34	2475975115	27870015	27307286	28731700	212.5	74.9	99	0.010849	28.5	23793399	23259810	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99892795	TRUE	TRUE
PJ0288-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0074-C,PJ0288-C"	86.16	Timika	Oceania	20/07/2012	UVC_72	DS_PJ0288-C	OS_1156_UVC_72	SE_1156_UVC_72	IN_1156_UVC_72	18.14	6.79	4.95	0	1.58	592771132	27305879	26080734	9699200	219.9	85.4	99	0.01178721	27.5	5272665	5125637	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9953387	TRUE	TRUE
PJ0291-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2013	NaN	"PJ0127-CW,PJ0291-C"	85.14	Timika	Oceania	15/02/2013	UVC_111	DS_PJ0291-C	OS_1156_UVC_111	SE_1156_UVC_111	IN_1156_UVC_111	15.15	6.78	6.44	0	1.12	508156721	27346384	25747796	10106100	203.5	76.2	99	0.0127903	27.2	4417689	4293147	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99817044	TRUE	TRUE
PJ0311-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0043-C,PJ0311-C"	87.87	Timika	Oceania	14/10/2011	UVM_33	DS_PJ0311-C	OS_1156_UVM_33	SE_1156_UVM_33	IN_1156_UVM_33	52.22	6.08	2.73	0	2.8	1562053756	27620774	26934928	18167800	217.1	77	99	0.01195279	28.5	14729906	14398284	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99689543	TRUE	TRUE
PJ0312-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0090-Cx,PJ0091-CW,PJ0312-C"	86.95	Timika	Oceania	19/10/2011	UVC_37	DS_PJ0312-C	OS_1156_UVC_37	SE_1156_UVC_37	IN_1156_UVC_37	53.72	6.99	2.86	0	2.69	1620443824	27408328	26678254	20387200	204.7	71	99	0.01128727	28.5	15093933	14795196	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020581048	PNG_PVXMQ2006	0.013126781	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99860615	TRUE	TRUE
PX0001-C	1157-PV-MULTI-PRICE	India (returning traveller)	19	73	India	2011	ERR054086	"PX0001-C,PX0001-CW"	50.07	Mumbai (returning traveller)	Asia	26/03/2011	RDM_13_CF11	DS_PX0001-C	OS_1157_RDM_13_CF11	SE_1157_RDM_13	IN_1157_2180193	6.33	7.75	40.97	0	0.69	256580813	26953720	17295587	7405125	247.3	78.9	74	0.01991321	24.5	2428864	2205670	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	6692	https://gadm.org/maps/IND/maharashtra/mumbaicity.html	IND	maharashtra	mumbaicity	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	India: Maharashtra	unassigned	WAS	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9965285	TRUE	TRUE
PX0001-CW	1157-PV-MULTI-PRICE	India (returning traveller)	19	73	India	2011	ERR054087	"PX0001-C,PX0001-CW"	87.18	Mumbai (returning traveller)	Asia	26/03/2011	RDM_13_culture	DS_PX0001-CW	OS_1157_RDM_13_culture	SE_1157_RDM_13	IN_1157_2180193	21.34	5.79	3.87	0	2.65	837557544	27517397	26706022	26068050	249.7	78.4	74	0.0175166	25.1	8490849	7792688	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	6692	https://gadm.org/maps/IND/maharashtra/mumbaicity.html	IND	maharashtra	mumbaicity	Pv	Analysis_set	0.021354975	QX0010-C	0.014431253	Iran	Afghanistan	Jalalabad	WAS	Asia	None	TRUE	India: Maharashtra	unassigned	WAS	WAS	WAS: other	TRUE	#f7d8b9	#ff7f00	0.9956126	TRUE	TRUE
PY0023-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138855	"PY0023-C,PY0023-CW"	88.34	Sabah	Asia	25/05/2014	MV-030	DS_PY0023-C	OS_1157_MV-030	SE_1157_MV-030	IN_1157_MV-030	52.6	5.59	2.53	0	3.02	1597002275	27737742	27119542	17501200	251.8	92.5	99	0.01326516	27.7	14819603	14415691	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Analysis_set	0.019232271	PY0107-C	0.001774892	Malaysia	Malaysia	Sabah	MSEA	Asia	None	TRUE	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	"MSEA: Malaysia, Sabah"	TRUE	#f781bf	#f781bf	0.9925873	TRUE	TRUE
PY0023-CW	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1475432	"PY0023-C,PY0023-CW"	88.24	Sabah	Asia	06/06/2014	MV-1030	DS_PY0023-CW	OS_1157_MV-1030	SE_1157_MV-1030	IN_1157_MV-030	70.84	5.75	2.75	0	2.74	2063789412	27646929	26982724	20510600	263.2	84.9	99	0.01004922	28	19803841	19404055	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	3	DNA	19406	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9927371	TRUE	TRUE
PY0044-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138865	"PY0044-C,PY0044-CX"	88.75	Sabah	Asia	25/02/2014	TV-002	DS_PY0044-C	OS_1157_TV-002	SE_1157_TV-002	IN_1157_TV-002	102.97	5.09	2.15	0	3.49	3015217565	27883458	27359097	31883700	251	88.8	99	0.01293204	28.2	28955623	28279575	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9943672	TRUE	TRUE
PY0044-CX	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1475454	"PY0044-C,PY0044-CX"	88.86	Sabah	Asia	25/02/2014	TV-002	DS_PY0044-CX	OS_1157_TV-002	SE_1157_TV-002	IN_1157_TV-002	168.94	5.3	1.63	0	3.68	4931883353	27848414	27444955	61916100	253.1	82.7	99	0.01155298	28.2	47631383	46595217	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	3	DNA	19406	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Analysis_set	0.019224126	PY0085-C	8.45E-05	Malaysia	Malaysia	Sabah	MSEA	Asia	None	TRUE	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	"MSEA: Malaysia, Sabah"	TRUE	#f781bf	#f781bf	0.99474573	TRUE	TRUE
PY0067-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138879	"PY0067-C,PY0081-C"	88.41	Sabah	Asia	07/11/2014	TV-043	DS_PY0067-C	OS_1157_TV-043	SE_1157_TV-043	IN_1157_TV-043	65.28	5.74	2.25	0	3.07	1916344106	27667694	27103293	17460400	265.4	91	99	0.01276102	27.9	18200114	17738323	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9941926	TRUE	TRUE
PY0072-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138881	"PY0072-C,PY0082-C"	88.24	Sabah	Asia	14/11/2014	TV-048	DS_PY0072-C	OS_1157_TV-048	SE_1157_TV-048	IN_1157_TV-048	59.13	5.87	2.35	0	3.03	1756756616	27665564	27077439	16671500	245.1	90.5	99	0.01289781	28	16677898	16266893	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9941721	TRUE	TRUE
PY0081-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138888	"PY0067-C,PY0081-C"	88.57	Sabah	Asia	06/12/2014	TV-1043	DS_PY0081-C	OS_1157_TV-1043	SE_1157_TV-1043	IN_1157_TV-043	86.06	5.56	2	0	3.36	2541181197	27774244	27278635	34513400	239.7	84.8	99	0.01287651	28.1	24195448	23542251	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Analysis_set	0.01922445	PY0101-C	7.05E-05	Malaysia	Malaysia	Sabah	MSEA	Asia	None	TRUE	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	"MSEA: Malaysia, Sabah"	TRUE	#f781bf	#f781bf	0.9942685	TRUE	TRUE
PY0082-C	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2014	ERR1138889	"PY0072-C,PY0082-C"	88.48	Sabah	Asia	12/12/2014	TV-1048	DS_PY0082-C	OS_1157_TV-1048	SE_1157_TV-1048	IN_1157_TV-048	80.06	5.69	2.14	0	3.17	2344597041	27696561	27160478	22402700	262.2	91.8	99	0.0122282	28.2	22550596	22021126	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	17477	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Analysis_set	0.01922687	PY0101-C	8.47E-05	Malaysia	Malaysia	Sabah	MSEA	Asia	None	TRUE	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	"MSEA: Malaysia, Sabah"	TRUE	#f781bf	#f781bf	0.9943801	TRUE	TRUE
PY0109-CWx	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2013	ERR2299657	"PY0109-C,PY0109-CWx,PY0109-Cx"	88.87	Sabah	Asia	16/07/2013	QEM-705	DS_PY0109-CWx	OS_1157_QEM-705	SE_1157_QEM-705	IN_1157_QEM-705	114.36	5.63	2.17	0	2.81	3893309739	27746332	27209906	224633489	443.4	125.4	150	0.0241792	24.3	22534723	21229515	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	4	DNA	22664	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Analysis_set	0.019229103	VVX00857	6.63E-05	Malaysia	Malaysia	Sabah	MSEA	Asia	None	TRUE	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	"MSEA: Malaysia, Sabah"	TRUE	#f781bf	#f781bf	0.9948353	TRUE	TRUE
PY0109-Cx	1157-PV-MULTI-PRICE	Sabah	6	117	Malaysia	2013	ERR2299656	"PY0109-C,PY0109-CWx,PY0109-Cx"	88.71	Sabah	Asia	14/08/2013	QEM-1705	DS_PY0109-Cx	OS_1157_QEM-1705	SE_1157_QEM-1705	IN_1157_QEM-705	89.94	5.72	2.38	0	2.67	3154783954	27703333	27131090	193286040	451.6	131.1	149	0.02432919	24	17945472	16834900	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	4	DNA	22664	https://gadm.org/maps/MYS/sabah.html	MYS	sabah	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99468386	TRUE	TRUE
VVX01026	1157-PV-MULTI-PRICE	Krong Pa	13.221819	108.682475	Vietnam	2015	ERR2299605	"VVX01026,VVX12145"	89.21	Krong Pa	Asia	17/09/2015	VN001-324	DS_VVX01026	OS_VVX01026	SE_VVX01026	IN_VN001-324	79.21	5.05	2.3	0	2.92	2366387160	27835635	27338542	194570144	447.6	85.1	150	0.02156815	25.9	14910502	14109912	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	4	DNA	22214	https://gadm.org/maps/VNM/gialai/krongpa.html	VNM	gialai	krongpa	Pv	Analysis_set	0.01995731	VVX12105	0.01238333	Vietnam	Vietnam	Krong Pa	ESEA	Asia	None	TRUE	Vietnam: Gia Lai	Vietnam: Gia Lai	ESEA	ESEA	"ESEA: Vietnam, Gia Lai"	TRUE	#5b0e68	#984ea3	0.99825156	TRUE	TRUE
